date,run,row,cell,sample,result,sample_id,rodent_uid,elisa_result,elisa_interpretation,control,species,construct,mean_result,sd_result,plot_value,plot_lci,plot_uci
2023-02-12,2,e,6,208,980,208,4_SEI_013,0.14705882352941174,Negative,FALSE,Rodent,NP-LUC,1086.6666666666667,825.1868475280816,1086.6666666666667,261.4798191385852,1911.8535141947482
2023-02-12,2,e,7,209,710,209,4_SEI_014,0.7823529411764707,Negative,FALSE,Rodent,NP-LUC,533.3333333333334,225.0185177565023,533.3333333333334,308.31481557683105,758.3518510898357
2023-02-12,2,e,8,213,340,213,4_SEI_018,0.2647058823529413,Negative,FALSE,Rodent,NP-LUC,426.6666666666667,204.28737928059417,426.6666666666667,222.37928738607252,630.9540459472609
2023-02-12,2,e,9,215,450,215,4_SEI_020,0.09411764705882354,Negative,FALSE,Rodent,NP-LUC,460,155.24174696260025,460,304.75825303739975,615.2417469626002
2023-02-12,2,e,10,218,480,218,4_SEI_023,0.09411764705882354,Negative,FALSE,Rodent,NP-LUC,573.3333333333334,234.3786110832926,573.3333333333334,338.95472225004073,807.711944416626
2023-02-12,2,e,11,285,680,285,2_LAM_003,0.30241935483870963,Negative,FALSE,Rodent,NP-LUC,450,225.16660498395404,450,224.83339501604596,675.166604983954
2023-02-12,2,f,1,elisa_pc,69210,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,69210,69210,69210
2023-02-12,2,f,2,elisa_nc,3220,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,3220,3220,3220
2023-02-12,2,f,4,205,13480,205,4_SEI_010,4.852941176470589,Positive,FALSE,Rodent,NP-LUC,32245.25,41933.285628285,32245.25,-9688.035628284997,74178.535628285
2023-02-12,2,f,5,207,1790,207,4_SEI_012,0.16470588235294117,Negative,FALSE,Rodent,NP-LUC,1210,853.4635317340748,1210,356.53646826592524,2063.463531734075
2023-02-12,2,f,6,208,1960,208,4_SEI_013,0.14705882352941174,Negative,FALSE,Rodent,NP-LUC,1086.6666666666667,825.1868475280816,1086.6666666666667,261.4798191385852,1911.8535141947482
2023-02-12,2,f,7,209,610,209,4_SEI_014,0.7823529411764707,Negative,FALSE,Rodent,NP-LUC,533.3333333333334,225.0185177565023,533.3333333333334,308.31481557683105,758.3518510898357
2023-02-12,2,f,8,213,660,213,4_SEI_018,0.2647058823529413,Negative,FALSE,Rodent,NP-LUC,426.6666666666667,204.28737928059417,426.6666666666667,222.37928738607252,630.9540459472609
2023-02-12,2,f,9,215,620,215,4_SEI_020,0.09411764705882354,Negative,FALSE,Rodent,NP-LUC,460,155.24174696260025,460,304.75825303739975,615.2417469626002
2023-02-12,2,f,10,218,840,218,4_SEI_023,0.09411764705882354,Negative,FALSE,Rodent,NP-LUC,573.3333333333334,234.3786110832926,573.3333333333334,338.95472225004073,807.711944416626
2023-02-12,2,f,11,285,440,285,2_LAM_003,0.30241935483870963,Negative,FALSE,Rodent,NP-LUC,450,225.16660498395404,450,224.83339501604596,675.166604983954
2023-02-12,2,g,1,elisa_pc,52410,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,52410,52410,52410
2023-02-12,2,g,2,elisa_nc,1840,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,1840,1840,1840
2023-02-12,2,g,3,276,1230,276,6_SEI_020,0.1088709677419355,Negative,FALSE,Rodent,NP-LUC,746.6666666666666,506.39246966491646,746.6666666666666,240.27419700175017,1253.059136331583
2023-02-12,2,g,4,277,690,277,6_SEI_021,0.06653225806451611,Negative,FALSE,Rodent,NP-LUC,470,291.032644217105,470,178.96735578289503,761.0326442171049
2023-02-12,2,g,6,280,610,280,1_LAM_003,0.4536290322580646,Negative,FALSE,Rodent,NP-LUC,443.3333333333333,246.64414311581237,443.3333333333333,196.68919021752095,689.9774764491457
2023-02-12,2,g,9,283,2590,283,2_LAM_001,0.13306451612903222,Negative,FALSE,Rodent,NP-LUC,1670,1263.0122723077554,1670,406.98772769224456,2933.0122723077557
2023-02-12,2,h,1,elisa_pc,4301,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,4301,4301,4301
2023-02-12,2,h,2,elisa_nc,1370,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,1370,1370,1370
2023-02-12,2,h,3,276,790,276,6_SEI_020,0.1088709677419355,Negative,FALSE,Rodent,NP-LUC,746.6666666666666,506.39246966491646,746.6666666666666,240.27419700175017,1253.059136331583
2023-02-12,2,h,4,277,580,277,6_SEI_021,0.06653225806451611,Negative,FALSE,Rodent,NP-LUC,470,291.032644217105,470,178.96735578289503,761.0326442171049
2023-02-12,2,h,6,280,560,280,1_LAM_003,0.4536290322580646,Negative,FALSE,Rodent,NP-LUC,443.3333333333333,246.64414311581237,443.3333333333333,196.68919021752095,689.9774764491457
2023-02-12,2,h,9,283,2190,283,2_LAM_001,0.13306451612903222,Negative,FALSE,Rodent,NP-LUC,1670,1263.0122723077554,1670,406.98772769224456,2933.0122723077557
2023-02-13,3,a,1,elisa_pc,165000,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,165000,165000,165000
2023-02-13,3,a,2,elisa_nc,2920,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,2920,2920,2920
2023-02-13,3,a,3,82,500,82,5_LAL_003,0.3191489361702128,Negative,FALSE,Rodent,NP-LUC,580,113.13708498984761,580,466.8629150101524,693.1370849898476
2023-02-13,3,a,4,83,890,83,5_LAL_004,0.2896890343698854,Negative,FALSE,Rodent,NP-LUC,1345,643.4671708797582,1345,701.5328291202418,1988.4671708797582
2023-02-13,3,a,5,84,420,84,5_LAL_005,0.37806873977086736,Negative,FALSE,Rodent,NP-LUC,465,63.63961030678928,465,401.3603896932107,528.6396103067893
2023-02-13,3,a,6,85,490,85,5_LAL_006,0.41243862520458263,Negative,FALSE,Rodent,NP-LUC,470,28.284271247461902,470,441.7157287525381,498.2842712474619
2023-02-13,3,a,7,86,510,86,5_LAL_007,0.2896890343698854,Negative,FALSE,Rodent,NP-LUC,575,91.92388155425118,575,483.0761184457488,666.9238815542512
2023-02-13,3,a,8,87,530,87,5_LAL_008,0.1988304093567252,Negative,FALSE,Rodent,NP-LUC,715,261.6295090390226,715,453.3704909609774,976.6295090390227
2023-02-13,3,a,9,88,490,88,5_LAL_009,0.1695906432748538,Negative,FALSE,Rodent,NP-LUC,1225,1039.4469683442248,1225,185.55303165577516,2264.446968344225
2023-02-13,3,a,10,89,630,89,5_LAL_010,0.8187134502923976,Negative,FALSE,Rodent,NP-LUC,1720,1541.4927829866735,1720,178.50721701332645,3261.492782986674
2023-02-13,3,a,11,91,580,91,5_LAL_012,0.8354430379746837,Negative,FALSE,Rodent,NP-LUC,643.3333333333334,458.2939377008312,643.3333333333334,185.0393956325022,1101.6272710341646
2023-02-13,3,a,12,92,540,92,5_LAL_013,0.42105263157894735,Negative,FALSE,Rodent,NP-LUC,595,77.78174593052023,595,517.2182540694798,672.7817459305202
2023-02-13,3,b,1,elisa_pc,165200,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,165200,165200,165200
2023-02-13,3,b,2,elisa_nc,3661,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,3661,3661,3661
2023-02-13,3,b,3,82,660,82,5_LAL_003,0.3191489361702128,Negative,FALSE,Rodent,NP-LUC,580,113.13708498984761,580,466.8629150101524,693.1370849898476
2023-02-13,3,b,4,83,1800,83,5_LAL_004,0.2896890343698854,Negative,FALSE,Rodent,NP-LUC,1345,643.4671708797582,1345,701.5328291202418,1988.4671708797582
2023-02-13,3,b,5,84,510,84,5_LAL_005,0.37806873977086736,Negative,FALSE,Rodent,NP-LUC,465,63.63961030678928,465,401.3603896932107,528.6396103067893
2023-02-13,3,b,6,85,450,85,5_LAL_006,0.41243862520458263,Negative,FALSE,Rodent,NP-LUC,470,28.284271247461902,470,441.7157287525381,498.2842712474619
2023-02-13,3,b,7,86,640,86,5_LAL_007,0.2896890343698854,Negative,FALSE,Rodent,NP-LUC,575,91.92388155425118,575,483.0761184457488,666.9238815542512
2023-02-13,3,b,8,87,900,87,5_LAL_008,0.1988304093567252,Negative,FALSE,Rodent,NP-LUC,715,261.6295090390226,715,453.3704909609774,976.6295090390227
2023-02-13,3,b,9,88,1960,88,5_LAL_009,0.1695906432748538,Negative,FALSE,Rodent,NP-LUC,1225,1039.4469683442248,1225,185.55303165577516,2264.446968344225
2023-02-13,3,b,10,89,2810,89,5_LAL_010,0.8187134502923976,Negative,FALSE,Rodent,NP-LUC,1720,1541.4927829866735,1720,178.50721701332645,3261.492782986674
2023-02-13,3,b,11,91,1130,91,5_LAL_012,0.8354430379746837,Negative,FALSE,Rodent,NP-LUC,643.3333333333334,458.2939377008312,643.3333333333334,185.0393956325022,1101.6272710341646
2023-02-13,3,b,12,92,650,92,5_LAL_013,0.42105263157894735,Negative,FALSE,Rodent,NP-LUC,595,77.78174593052023,595,517.2182540694798,672.7817459305202
2023-02-13,3,c,1,elisa_pc,107800,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,107800,107800,107800
2023-02-13,3,c,2,elisa_nc,2990,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,2990,2990,2990
2023-02-13,3,c,3,93,520,93,5_LAL_014,1.152046783625731,Positive,FALSE,Rodent,NP-LUC,557.5,319.72644557496335,557.5,237.77355442503665,877.2264455749633
2023-02-13,3,c,4,94,1330,94,5_LAL_015,0.45029239766081885,Negative,FALSE,Rodent,NP-LUC,1550,311.1269837220809,1550,1238.873016277919,1861.126983722081
2023-02-13,3,c,5,97,1240,97,6_LAL_003,0.175438596491228,Negative,FALSE,Rodent,NP-LUC,1265,35.35533905932738,1265,1229.6446609406726,1300.3553390593274
2023-02-13,3,c,6,98,1200,98,6_LAL_004,0.09941520467836251,Negative,FALSE,Rodent,NP-LUC,680,450.4442251822083,680,229.5557748177917,1130.4442251822084
2023-02-13,3,c,7,99,690,99,6_LAL_005,0.3508771929824562,Negative,FALSE,Rodent,NP-LUC,575,162.63455967290594,575,412.36544032709406,737.6345596729059
2023-02-13,3,c,8,101,720,101,6_LAL_007,0.175438596491228,Negative,FALSE,Rodent,NP-LUC,670,70.71067811865476,670,599.2893218813452,740.7106781186548
2023-02-13,3,c,9,102,6382,102,6_LAL_008,0.22222222222222227,Negative,FALSE,Rodent,NP-LUC,5546.5,1181.575431362721,5546.5,4364.924568637279,6728.075431362721
2023-02-13,3,c,10,103,441400,103,6_LAL_009,3.1988304093567255,Positive,FALSE,Rodent,NP-LUC,268743.3333333333,214565.46001939208,268743.3333333333,54177.873313941236,483308.7933527254
2023-02-13,3,c,11,105,7292,105,6_LAL_011,2.1871345029239766,Positive,FALSE,Rodent,NP-LUC,7593.5,6298.859658700137,7593.5,1294.6403412998634,13892.359658700138
2023-02-13,3,c,12,106,1250,106,6_LAL_012,0.12865497076023388,Negative,FALSE,Rodent,NP-LUC,1305,77.78174593052023,1305,1227.2182540694798,1382.7817459305202
2023-02-13,3,d,1,elisa_pc,93480,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,93480,93480,93480
2023-02-13,3,d,2,elisa_nc,2550,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,2550,2550,2550
2023-02-13,3,d,3,93,590,93,5_LAL_014,1.152046783625731,Positive,FALSE,Rodent,NP-LUC,557.5,319.72644557496335,557.5,237.77355442503665,877.2264455749633
2023-02-13,3,d,4,94,1770,94,5_LAL_015,0.45029239766081885,Negative,FALSE,Rodent,NP-LUC,1550,311.1269837220809,1550,1238.873016277919,1861.126983722081
2023-02-13,3,d,5,97,1290,97,6_LAL_003,0.175438596491228,Negative,FALSE,Rodent,NP-LUC,1265,35.35533905932738,1265,1229.6446609406726,1300.3553390593274
2023-02-13,3,d,6,98,430,98,6_LAL_004,0.09941520467836251,Negative,FALSE,Rodent,NP-LUC,680,450.4442251822083,680,229.5557748177917,1130.4442251822084
2023-02-13,3,d,7,99,460,99,6_LAL_005,0.3508771929824562,Negative,FALSE,Rodent,NP-LUC,575,162.63455967290594,575,412.36544032709406,737.6345596729059
2023-02-13,3,d,8,101,620,101,6_LAL_007,0.175438596491228,Negative,FALSE,Rodent,NP-LUC,670,70.71067811865476,670,599.2893218813452,740.7106781186548
2023-02-13,3,d,9,102,4711,102,6_LAL_008,0.22222222222222227,Negative,FALSE,Rodent,NP-LUC,5546.5,1181.575431362721,5546.5,4364.924568637279,6728.075431362721
2023-02-13,3,d,10,103,336300,103,6_LAL_009,3.1988304093567255,Positive,FALSE,Rodent,NP-LUC,268743.3333333333,214565.46001939208,268743.3333333333,54177.873313941236,483308.7933527254
2023-02-13,3,d,11,105,6902,105,6_LAL_011,2.1871345029239766,Positive,FALSE,Rodent,NP-LUC,7593.5,6298.859658700137,7593.5,1294.6403412998634,13892.359658700138
2023-02-13,3,d,12,106,1360,106,6_LAL_012,0.12865497076023388,Negative,FALSE,Rodent,NP-LUC,1305,77.78174593052023,1305,1227.2182540694798,1382.7817459305202
2023-02-13,3,e,1,elisa_pc,129000,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,129000,129000,129000
2023-02-13,3,e,2,elisa_nc,2500,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,2500,2500,2500
2023-02-13,3,e,3,107,880,107,6_LAL_013,0.21052631578947367,Negative,FALSE,Rodent,NP-LUC,527.1428571428571,260.8137448905052,527.1428571428571,266.32911225235193,787.9566020333623
2023-02-13,3,e,4,109,270,109,6_LAL_015,0.11695906432748542,Negative,FALSE,Rodent,NP-LUC,275,7.0710678118654755,275,267.9289321881345,282.0710678118655
2023-02-13,3,e,5,294,1710,294,2_LAM_012,0.10282258064516125,Negative,FALSE,Rodent,NP-LUC,1250,650.5382386916237,1250,599.4617613083763,1900.5382386916237
2023-02-13,3,e,6,295,760,295,2_LAM_013,0.1391129032258064,Negative,FALSE,Rodent,NP-LUC,800,56.568542494923804,800,743.4314575050762,856.5685424949238
2023-02-13,3,e,7,296,430,296,2_LAM_014,0.06653225806451611,Negative,FALSE,Rodent,NP-LUC,375,77.78174593052023,375,297.21825406947977,452.78174593052023
2023-02-13,3,e,8,297,1770,297,2_LAM_015,0.1149193548387097,Negative,FALSE,Rodent,NP-LUC,1870,141.4213562373095,1870,1728.5786437626905,2011.4213562373095
2023-02-13,3,e,9,322,1870,322,3_LAM_004,0.1935483870967742,Negative,FALSE,Rodent,NP-LUC,5172.8,5413.932877308325,5172.8,-241.13287730832508,10586.732877308325
2023-02-13,3,e,10,322,9524,322,3_LAM_004,0.1935483870967742,Negative,FALSE,Rodent,NP-LUC,5172.8,5413.932877308325,5172.8,-241.13287730832508,10586.732877308325
2023-02-13,3,e,11,301,1610,301,2_LAM_019,0.4899193548387097,Negative,FALSE,Rodent,NP-LUC,1060,777.8174593052023,1060,282.1825406947977,1837.8174593052022
2023-02-13,3,e,12,304,440,304,2_LAM_022,0.217741935483871,Negative,FALSE,Rodent,NP-LUC,340,141.4213562373095,340,198.5786437626905,481.4213562373095
2023-02-13,3,f,1,elisa_pc,90530,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,90530,90530,90530
2023-02-13,3,f,2,elisa_nc,2390,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,2390,2390,2390
2023-02-13,3,f,3,107,720,107,6_LAL_013,0.21052631578947367,Negative,FALSE,Rodent,NP-LUC,527.1428571428571,260.8137448905052,527.1428571428571,266.32911225235193,787.9566020333623
2023-02-13,3,f,4,109,280,109,6_LAL_015,0.11695906432748542,Negative,FALSE,Rodent,NP-LUC,275,7.0710678118654755,275,267.9289321881345,282.0710678118655
2023-02-13,3,f,5,294,790,294,2_LAM_012,0.10282258064516125,Negative,FALSE,Rodent,NP-LUC,1250,650.5382386916237,1250,599.4617613083763,1900.5382386916237
2023-02-13,3,f,6,295,840,295,2_LAM_013,0.1391129032258064,Negative,FALSE,Rodent,NP-LUC,800,56.568542494923804,800,743.4314575050762,856.5685424949238
2023-02-13,3,f,7,296,320,296,2_LAM_014,0.06653225806451611,Negative,FALSE,Rodent,NP-LUC,375,77.78174593052023,375,297.21825406947977,452.78174593052023
2023-02-13,3,f,8,297,1970,297,2_LAM_015,0.1149193548387097,Negative,FALSE,Rodent,NP-LUC,1870,141.4213562373095,1870,1728.5786437626905,2011.4213562373095
2023-02-13,3,f,9,322,930,322,3_LAM_004,0.1935483870967742,Negative,FALSE,Rodent,NP-LUC,5172.8,5413.932877308325,5172.8,-241.13287730832508,10586.732877308325
2023-02-13,3,f,10,322,12440,322,3_LAM_004,0.1935483870967742,Negative,FALSE,Rodent,NP-LUC,5172.8,5413.932877308325,5172.8,-241.13287730832508,10586.732877308325
2023-02-13,3,f,11,301,510,301,2_LAM_019,0.4899193548387097,Negative,FALSE,Rodent,NP-LUC,1060,777.8174593052023,1060,282.1825406947977,1837.8174593052022
2023-02-13,3,f,12,304,240,304,2_LAM_022,0.217741935483871,Negative,FALSE,Rodent,NP-LUC,340,141.4213562373095,340,198.5786437626905,481.4213562373095
2023-02-13,3,g,1,elisa_pc,99270,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,99270,99270,99270
2023-02-13,3,g,2,elisa_nc,2020,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,2020,2020,2020
2023-02-13,3,g,3,305,520,305,2_LAM_023,0.19354838709677416,Negative,FALSE,Rodent,NP-LUC,430,127.27922061357856,430,302.72077938642144,557.2792206135786
2023-02-13,3,g,4,308,400,308,2_LAM_026,0.12701612903225806,Negative,FALSE,Rodent,NP-LUC,280,169.7056274847714,280,110.29437251522859,449.7056274847714
2023-02-13,3,g,5,309,1280,309,2_LAM_027,0.1995967741935484,Negative,FALSE,Rodent,NP-LUC,825,643.4671708797582,825,181.5328291202418,1468.4671708797582
2023-02-13,3,g,6,312,920,312,2_LAM_030,0.13306451612903225,Negative,FALSE,Rodent,NP-LUC,850,98.99494936611666,850,751.0050506338833,948.9949493661167
2023-02-13,3,g,7,313,780,313,2_LAM_031,0.314516129032258,Negative,FALSE,Rodent,NP-LUC,590,268.70057685088807,590,321.29942314911193,858.7005768508881
2023-02-13,3,g,8,318,290,318,2_LAM_036,0.18145161290322584,Negative,FALSE,Rodent,NP-LUC,185,148.49242404917499,185,36.507575950825014,333.492424049175
2023-02-13,3,g,9,319,590,319,3_LAM_001,0.1149193548387097,Negative,FALSE,Rodent,NP-LUC,302,301.4465126684998,302,0.5534873315002073,603.4465126684997
2023-02-13,3,g,10,319,660,319,3_LAM_001,0.1149193548387097,Negative,FALSE,Rodent,NP-LUC,302,301.4465126684998,302,0.5534873315002073,603.4465126684997
2023-02-13,3,g,11,324,150,324,3_LAM_006,0.13306451612903225,Negative,FALSE,Rodent,NP-LUC,105,63.63961030678928,105,41.36038969321072,168.63961030678928
2023-02-13,3,g,12,323,330,323,3_LAM_005,0.5201612903225806,Negative,FALSE,Rodent,NP-LUC,166.66666666666666,151.7673658377628,166.66666666666666,14.899300828903847,318.43403250442947
2023-02-13,3,h,1,elisa_pc,56400,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,56400,56400,56400
2023-02-13,3,h,2,elisa_nc,1600,NA,NA,NA,Negative Control,TRUE,Rodent,NP-LUC,2455.1428571428573,1055.6489697114032,1600,1600,1600
2023-02-13,3,h,3,305,340,305,2_LAM_023,0.19354838709677416,Negative,FALSE,Rodent,NP-LUC,430,127.27922061357856,430,302.72077938642144,557.2792206135786
2023-02-13,3,h,4,308,160,308,2_LAM_026,0.12701612903225806,Negative,FALSE,Rodent,NP-LUC,280,169.7056274847714,280,110.29437251522859,449.7056274847714
2023-02-13,3,h,5,309,370,309,2_LAM_027,0.1995967741935484,Negative,FALSE,Rodent,NP-LUC,825,643.4671708797582,825,181.5328291202418,1468.4671708797582
2023-02-13,3,h,6,312,780,312,2_LAM_030,0.13306451612903225,Negative,FALSE,Rodent,NP-LUC,850,98.99494936611666,850,751.0050506338833,948.9949493661167
2023-02-13,3,h,7,313,400,313,2_LAM_031,0.314516129032258,Negative,FALSE,Rodent,NP-LUC,590,268.70057685088807,590,321.29942314911193,858.7005768508881
2023-02-13,3,h,8,318,80,318,2_LAM_036,0.18145161290322584,Negative,FALSE,Rodent,NP-LUC,185,148.49242404917499,185,36.507575950825014,333.492424049175
2023-02-13,3,h,9,319,50,319,3_LAM_001,0.1149193548387097,Negative,FALSE,Rodent,NP-LUC,302,301.4465126684998,302,0.5534873315002073,603.4465126684997
2023-02-13,3,h,10,319,30,319,3_LAM_001,0.1149193548387097,Negative,FALSE,Rodent,NP-LUC,302,301.4465126684998,302,0.5534873315002073,603.4465126684997
2023-02-13,3,h,11,324,60,324,3_LAM_006,0.13306451612903225,Negative,FALSE,Rodent,NP-LUC,105,63.63961030678928,105,41.36038969321072,168.63961030678928
2023-02-13,3,h,12,323,30,323,3_LAM_005,0.5201612903225806,Negative,FALSE,Rodent,NP-LUC,166.66666666666666,151.7673658377628,166.66666666666666,14.899300828903847,318.43403250442947
2023-02-14,4,a,1,elisa_pc,10210,NA,NA,NA,Positive Control,TRUE,Rodent,NP-LUC,49818.46153846154,51603.195739202645,10210,10210,10210
2023-02-14,4,a,2,107,480,107,6_LAL_013,0.21052631578947367,Negative,FALSE,Rodent,NP-LUC,527.1428571428571,260.8137448905052,527.1428571428571,266.32911225235193,787.9566020333623
2023-02-14,4,a,3,207,230,207,4_SEI_012,0.16470588235294117,Negative,FALSE,Rodent,NP-LUC,1210,853.4635317340748,1210,356.53646826592524,2063.463531734075
2023-02-14,4,a,4,189,180,189,3_SEI_018,0.6647058823529411,Negative,FALSE,Rodent,NP-LUC,180,NA,180,NA,NA
2023-02-14,4,a,5,364,160,364,NA,NA,Unknown,FALSE,Rodent,NP-LUC,160,NA,160,NA,NA
2023-02-14,4,a,6,c_009,210,NA,NA,NA,Unknown,FALSE,Cat,NP-LUC,210,NA,210,NA,NA
2023-02-14,4,a,7,c_081,230,NA,NA,NA,Unknown,FALSE,Cat,NP-LUC,230,NA,230,NA,NA
